enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,hit_counter
13723,city_53,0.74,Male,No relevent experience,,Graduate,STEM,4,<10,Early Stage Startup,never,228,hit
31220,city_83,0.923,,No relevent experience,Full time course,Graduate,STEM,3,,,never,102,hit
31845,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,Pvt Ltd,never,18,hit
11383,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,200,not_hit
13153,city_73,0.754,Male,Has relevent experience,Part time course,High School,,4,,,1,57,not_hit
6499,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,80,hit
19333,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,78,not_hit
6537,city_76,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,7,500-999,NGO,1,12,not_hit
6352,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Funded Startup,1,30,not_hit
17957,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,,,never,44,hit
22599,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,4,69,not_hit
11548,city_103,0.92,,Has relevent experience,Full time course,High School,,6,<10,Pvt Ltd,,81,not_hit
8291,city_114,0.926,,No relevent experience,Full time course,High School,,6,,,never,11,not_hit
25541,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Early Stage Startup,3,15,not_hit
26058,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,3,,,never,163,not_hit
7974,city_128,0.527,Male,Has relevent experience,Full time course,Masters,STEM,8,5000-9999,Public Sector,never,176,not_hit
27881,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,2,42,hit
9528,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,9,not_hit
10522,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,,,21,hit
15880,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,2,Oct-49,Public Sector,2,51,hit
28785,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,10000+,Pvt Ltd,1,2,not_hit
135,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,23,hit
12030,city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,8,,,4,43,hit
31753,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,34,hit
23779,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,32,not_hit
17647,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,6,not_hit
15777,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,1,102,hit
5354,city_90,0.698,,Has relevent experience,no_enrollment,Masters,STEM,15,,,never,132,not_hit
30450,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,56,hit
28815,city_73,0.754,Female,No relevent experience,no_enrollment,Masters,Business Degree,20,,,3,13,not_hit
25118,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,1000-4999,Other,1,260,hit
4748,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,72,hit
25812,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,54,hit
9640,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,143,hit
14048,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,34,hit
5855,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,>4,11,not_hit
170,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,25,hit
11149,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,9,,,1,106,not_hit
20198,city_159,0.843,,No relevent experience,Full time course,Graduate,STEM,1,,,never,37,hit
23257,city_103,0.92,,Has relevent experience,no_enrollment,,,15,500-999,Pvt Ltd,>4,33,not_hit
5530,city_50,0.896,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Pvt Ltd,1,80,hit
1013,city_141,0.763,Male,Has relevent experience,Full time course,High School,,5,,,never,206,not_hit
31240,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31,hit
23847,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,15,not_hit
16993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,42,hit
5252,city_141,0.763,Female,No relevent experience,Full time course,High School,,2,,,never,51,not_hit
12971,city_73,0.754,Female,No relevent experience,no_enrollment,Masters,STEM,16,,,>4,56,not_hit
11549,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,17,not_hit
4383,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46,hit
10654,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,61,not_hit
10540,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,11,not_hit
31364,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,1,106,hit
1215,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,2,236,not_hit
29289,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,1,58,hit
11205,city_16,0.91,Male,No relevent experience,,High School,,10,,,never,42,not_hit
27361,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,1,26,hit
10729,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Oct-49,Early Stage Startup,2,37,hit
22766,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,20,not_hit
10936,city_114,0.926,,Has relevent experience,no_enrollment,High School,,10,<10,Pvt Ltd,1,85,not_hit
27491,city_103,0.92,,Has relevent experience,Part time course,Masters,Arts,3,,,1,40,not_hit
28093,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,12,10000+,Public Sector,2,155,not_hit
17902,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Funded Startup,1,147,hit
14769,city_102,0.804,Male,No relevent experience,no_enrollment,Phd,STEM,20,Oct-49,Pvt Ltd,2,188,hit
22232,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,Oct-49,Early Stage Startup,1,174,hit
14508,city_126,0.479,,No relevent experience,Full time course,,,3,,,,155,not_hit
24468,city_94,0.698,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,31,hit
22025,city_65,0.802,Male,No relevent experience,no_enrollment,High School,,<1,,,2,40,not_hit
26794,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,3,,,1,67,not_hit
2545,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,8,500-999,Pvt Ltd,2,69,not_hit
18489,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,hit
22235,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,36,hit
1201,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,,Public Sector,never,125,not_hit
17714,city_28,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,4,,,1,18,not_hit
6564,city_9,0.743,,Has relevent experience,Part time course,Graduate,Other,4,<10,Pvt Ltd,,334,hit
28772,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,9,,NGO,1,17,not_hit
28565,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,2,Oct-49,Pvt Ltd,1,36,hit
29367,city_14,0.698,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,Oct-49,Funded Startup,4,4,
24637,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,102,hit
5204,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,47,hit
27261,city_14,0.698,Male,No relevent experience,Full time course,High School,,2,,,never,13,not_hit
24622,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,77,hit
401,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,14,hit
22318,city_64,0.666,Male,Has relevent experience,Full time course,Masters,STEM,10,,,1,38,not_hit
33094,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,1,70,not_hit
28888,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,,40,hit
8955,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,80,hit
6651,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,48,hit
1017,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,4,156,hit
22745,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,4,75,not_hit
10798,city_73,0.754,,Has relevent experience,no_enrollment,Masters,,,50-99,Pvt Ltd,,5,not_hit
31282,city_21,0.624,Female,No relevent experience,Full time course,,,3,,,1,78,not_hit
23100,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,
12703,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,7,not_hit
5178,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,24,not_hit
17272,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,83,hit
16706,city_103,0.92,,No relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,148,hit
15836,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,78,hit
5105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,hit
9166,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,No Major,1,,,1,62,hit
28801,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,,,1,46,hit
14277,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,83,hit
22600,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,18,not_hit
8856,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,4,,Public Sector,1,124,hit
15803,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,64,not_hit
1533,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,106,not_hit
16907,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Pvt Ltd,1,22,hit
28115,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,hit
23202,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,4,
11578,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,128,hit
26624,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,3,202,hit
19008,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,5,
15822,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,56,hit
3328,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,27,hit
12439,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,100,hit
12691,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,,4,78,hit
16623,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Early Stage Startup,1,116,hit
28738,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,16,hit
25754,city_73,0.754,Female,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,2,105,hit
13429,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Oct-49,Pvt Ltd,>4,22,hit
17016,city_138,0.836,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,214,not_hit
5060,city_16,0.91,Male,No relevent experience,,,,2,,,never,78,not_hit
5560,city_149,0.689,,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,4,32,hit
201,city_41,0.827,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,>4,14,not_hit
32423,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,,2,23,hit
9081,city_21,0.624,,No relevent experience,no_enrollment,,,5,,,1,77,not_hit
27612,city_21,0.624,,No relevent experience,,High School,,2,,,never,43,not_hit
30592,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,1,79,not_hit
31461,city_145,0.555,,No relevent experience,Part time course,Graduate,STEM,11,,,>4,140,hit
10106,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,100-500,Pvt Ltd,>4,228,hit
2730,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,43,hit
25693,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,9,not_hit
26019,city_160,0.92,,Has relevent experience,no_enrollment,,,17,100-500,Pvt Ltd,4,32,not_hit
22815,city_114,0.926,Male,No relevent experience,Full time course,High School,,3,Oct-49,Public Sector,3,96,not_hit
17636,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,not_hit
21791,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,125,hit
13800,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,1,140,hit
11357,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40,hit
17884,city_173,0.878,,Has relevent experience,Full time course,High School,,8,,,1,142,not_hit
28051,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,77,hit
6016,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,7,
17011,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Early Stage Startup,>4,85,not_hit
27409,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,40,hit
8079,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,132,not_hit
8379,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,19,hit
174,city_118,0.722,Male,No relevent experience,Full time course,High School,,2,500-999,Pvt Ltd,never,28,not_hit
14557,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,never,86,hit
20587,city_91,0.691,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,1,56,hit
26092,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,9,Oct-49,Pvt Ltd,3,65,hit
16444,city_21,0.624,,Has relevent experience,no_enrollment,High School,,3,,,1,27,not_hit
2074,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,18,500-999,Pvt Ltd,>4,116,not_hit
31564,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Funded Startup,2,21,hit
6362,city_46,0.762,Male,No relevent experience,no_enrollment,Masters,Humanities,3,500-999,Public Sector,2,5,not_hit
8846,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,2,3,
10719,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,11,not_hit
17251,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,32,hit
5824,city_13,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,94,hit
1484,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,>4,7,
11233,city_19,0.682,Male,No relevent experience,Full time course,High School,,8,,,1,50,not_hit
22236,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,1,94,hit
17491,city_116,0.743,,Has relevent experience,no_enrollment,High School,,6,500-999,Pvt Ltd,1,24,not_hit
29318,city_48,0.493,Other,Has relevent experience,Full time course,Phd,Other,>20,,,1,18,hit
7769,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,23,hit
18024,city_166,0.649,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,10,hit
2028,city_57,0.866,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,24,hit
2167,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,never,4,
22399,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,67,hit
26314,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,4,
4523,city_114,0.926,,No relevent experience,no_enrollment,Masters,STEM,14,,Pvt Ltd,never,101,not_hit
1983,city_42,0.563,,No relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,140,hit
7491,city_45,0.89,Male,No relevent experience,Full time course,High School,,6,,,never,32,not_hit
944,city_21,0.624,,Has relevent experience,Part time course,High School,,1,<10,Pvt Ltd,never,10,not_hit
29576,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,14,10000+,Public Sector,>4,50,hit
29190,city_16,0.91,Male,No relevent experience,,,,6,,,never,6,not_hit
29168,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,100-500,Funded Startup,1,6,not_hit
7104,city_162,0.767,Male,Has relevent experience,Full time course,Masters,STEM,>20,,Public Sector,>4,30,not_hit
26524,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,122,hit
4947,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,,,1,5,not_hit
18773,city_133,0.742,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,220,hit
29948,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,6,,,never,58,hit
22190,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,2,28,not_hit
16747,city_136,0.897,,No relevent experience,Full time course,Masters,STEM,7,,Pvt Ltd,1,30,not_hit
26088,city_128,0.527,,No relevent experience,Full time course,High School,,4,,,never,178,not_hit
17753,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,92,hit
14326,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,22,not_hit
22822,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,10000+,Pvt Ltd,1,44,not_hit
23129,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,,104,hit
19978,city_104,0.924,Other,No relevent experience,Full time course,High School,,3,,,1,22,not_hit
5708,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,45,hit
22554,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,43,not_hit
31949,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,182,not_hit
29680,city_103,0.92,Male,No relevent experience,Full time course,High School,,2,500-999,Pvt Ltd,1,28,not_hit
30986,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Early Stage Startup,3,57,not_hit
24928,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,110,not_hit
22003,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,,1,3,
32778,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,17,hit
14497,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,Oct-49,Early Stage Startup,1,15,hit
11251,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,151,hit
19968,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,5,,,never,51,not_hit
26919,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,46,hit
13562,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,Other,8,<10,NGO,1,17,not_hit
16217,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,Pvt Ltd,1,17,not_hit
21794,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,39,hit
19083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,NGO,3,182,not_hit
22185,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,1,56,not_hit
19913,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,2,40,hit
9504,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,,9,100-500,Pvt Ltd,4,31,not_hit
9406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,63,hit
639,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,2,154,hit
16697,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Oct-49,Pvt Ltd,1,41,not_hit
23287,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Oct-49,Pvt Ltd,>4,152,hit
16134,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,21,not_hit
4881,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,86,hit
2817,city_21,0.624,,Has relevent experience,no_enrollment,Masters,Other,5,100-500,Pvt Ltd,1,21,not_hit
3898,city_23,0.899,Male,Has relevent experience,Part time course,Primary School,,11,5000-9999,Pvt Ltd,1,178,not_hit
32739,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,36,not_hit
208,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,58,hit
25962,city_165,0.903,,Has relevent experience,no_enrollment,Masters,Humanities,19,<10,Funded Startup,2,23,not_hit
22253,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,89,hit
24109,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,116,not_hit
12802,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,6,not_hit
27794,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,4,20,hit
11243,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,2,20,hit
1779,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,,2,119,hit
31212,city_75,0.939,,No relevent experience,,Masters,STEM,10,,,never,13,not_hit
23550,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,10,not_hit
11518,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,27,hit
32655,city_21,0.624,Male,No relevent experience,Full time course,High School,,1,,,never,26,not_hit
7572,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,9,,,2,91,not_hit
25607,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,78,hit
32257,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,166,hit
29997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,36,hit
19325,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,28,not_hit
10421,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,19,not_hit
22346,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,66,hit
1004,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,10,not_hit
5996,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,13,hit
27879,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,90,hit
30567,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,,,>4,8,not_hit
26259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,2,4,
8493,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,106,hit
18363,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,10,not_hit
2058,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,2,12,not_hit
21248,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,15,hit
22906,city_98,0.949,Male,Has relevent experience,no_enrollment,High School,,>20,500-999,Pvt Ltd,>4,33,not_hit
23704,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,4,not_hit
9417,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,88,hit
4451,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Public Sector,1,92,not_hit
2048,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,,,1,143,hit
19109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,hit
28032,city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,89,hit
15976,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,36,hit
31888,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,46,not_hit
10051,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,>4,2,
